datetime,open,high,low,close,volume
2024-01-02 21:00:00,150.835,151.039,150.722,150.915,1789
2024-01-02 22:00:00,151.075,151.481,150.902,151.018,1219
2024-01-02 23:00:00,151.478,151.758,151.288,151.498,1393
2024-01-03 00:00:00,151.346,151.618,150.736,151.309,2574
2024-01-03 01:00:00,150.642,150.813,150.587,150.702,1735
2024-01-03 02:00:00,151.362,151.447,151.328,151.354,1907
2024-01-03 03:00:00,151.15,151.259,151.106,151.166,1936
2024-01-03 04:00:00,151.22,152.099,150.668,151.103,1131
2024-01-03 05:00:00,151.541,151.549,151.308,151.515,2888
2024-01-03 06:00:00,151.7,152.103,151.599,151.666,2593
2024-01-03 07:00:00,151.62,151.834,151.282,151.661,1758
2024-01-03 08:00:00,151.107,151.271,150.711,151.155,904
2024-01-03 09:00:00,151.296,151.598,150.921,151.339,1001
2024-01-03 10:00:00,151.596,151.729,151.054,151.557,2642
2024-01-03 11:00:00,151.733,152.188,151.675,151.775,2666
2024-01-03 12:00:00,151.393,151.855,151.082,151.364,2796
2024-01-03 13:00:00,151.685,151.794,151.354,151.477,2089
2024-01-03 14:00:00,151.313,151.378,150.857,151.226,1709
2024-01-03 15:00:00,151.191,151.404,150.931,151.224,1009
2024-01-03 16:00:00,151.972,152.459,151.552,151.852,1362
2024-01-03 17:00:00,151.999,152.087,151.786,152.04,2363
2024-01-03 18:00:00,151.433,151.832,151.394,151.637,1570
2024-01-03 19:00:00,151.884,152.184,151.726,151.984,1428
2024-01-03 20:00:00,151.63,152.081,150.794,151.817,2428
2024-01-03 21:00:00,151.505,151.568,150.951,151.54,2501
2024-01-03 22:00:00,151.869,152.121,151.858,151.867,1186
2024-01-03 23:00:00,152.413,152.892,152.209,152.245,2735
2024-01-04 00:00:00,151.831,151.871,151.77,151.798,1904
2024-01-04 01:00:00,152.282,152.358,152.023,152.304,1067
2024-01-04 02:00:00,151.156,151.867,150.733,151.073,2656
2024-01-04 03:00:00,151.91,152.171,151.862,152.131,2798
2024-01-04 04:00:00,151.959,152.345,151.795,151.936,2180
2024-01-04 05:00:00,151.922,152.058,151.478,151.845,2036
2024-01-04 06:00:00,151.839,152.044,151.576,151.987,1373
2024-01-04 07:00:00,151.503,151.912,151.232,151.389,848
2024-01-04 08:00:00,151.978,152.096,151.766,151.944,1950
2024-01-04 09:00:00,152.101,152.287,151.959,152.142,1022
2024-01-04 10:00:00,152.567,152.656,152.433,152.504,2231
2024-01-04 11:00:00,152.157,152.337,151.763,151.93,2328
2024-01-04 12:00:00,151.886,151.922,151.634,151.868,2619
2024-01-04 13:00:00,152.01,152.109,151.572,151.985,2261
2024-01-04 14:00:00,152.389,153.133,152.187,152.435,1930
2024-01-04 15:00:00,152.2,152.344,151.913,152.285,2481
2024-01-04 16:00:00,152.135,152.349,152.017,152.052,1174
2024-01-04 17:00:00,152.305,152.469,152.181,152.39,2920
2024-01-04 18:00:00,152.298,152.595,152.289,152.29,2821
2024-01-04 19:00:00,152.529,152.605,152.473,152.577,1853
2024-01-04 20:00:00,152.149,152.849,151.842,152.101,2689
2024-01-04 21:00:00,152.272,152.393,151.277,152.238,2623
2024-01-04 22:00:00,152.348,152.402,152.223,152.244,2274
2024-01-04 23:00:00,151.897,151.963,151.794,151.948,1979
2024-01-05 00:00:00,152.474,152.538,152.152,152.501,1864
2024-01-05 01:00:00,152.418,152.662,152.372,152.516,2870
2024-01-05 02:00:00,152.419,152.546,152.257,152.464,1159
2024-01-05 03:00:00,152.455,152.808,152.153,152.417,2841
2024-01-05 04:00:00,152.164,152.276,151.897,152.088,1941
2024-01-05 05:00:00,152.319,152.469,152.278,152.411,2435
2024-01-05 06:00:00,152.547,152.739,152.372,152.46,2203
2024-01-05 07:00:00,152.483,152.728,152.041,152.347,2743
2024-01-05 08:00:00,152.606,152.643,152.403,152.565,1478
2024-01-05 09:00:00,152.947,152.984,152.758,152.759,806
2024-01-05 10:00:00,153.152,153.237,152.866,153.229,2391
2024-01-05 11:00:00,152.616,153.007,152.609,152.741,1632
2024-01-05 12:00:00,152.613,153.009,152.339,152.791,2610
2024-01-05 13:00:00,152.866,152.995,152.671,152.716,1713
2024-01-05 14:00:00,152.254,152.625,151.554,152.188,2811
2024-01-05 15:00:00,152.775,153.109,152.684,152.781,2242
2024-01-05 16:00:00,152.86,153.036,152.753,152.832,2250
2024-01-05 17:00:00,153.466,153.984,153.433,153.578,2302
2024-01-05 18:00:00,153.051,153.097,152.734,152.807,925
2024-01-05 19:00:00,152.993,153.017,152.561,152.98,1616
2024-01-05 20:00:00,152.915,152.978,151.782,152.904,2629
2024-01-05 21:00:00,152.662,152.673,152.497,152.589,1375
2024-01-05 22:00:00,153.356,153.507,153.189,153.308,2215
2024-01-05 23:00:00,153.238,153.79,152.959,153.216,1729
2024-01-06 00:00:00,153.173,153.26,152.739,153.252,2263
2024-01-06 01:00:00,152.815,152.841,152.588,152.767,1632
2024-01-06 02:00:00,153.674,153.795,153.387,153.486,1854
2024-01-06 03:00:00,152.804,153.348,152.563,152.67,2448
2024-01-06 04:00:00,153.451,153.527,153.054,153.292,2700
2024-01-06 05:00:00,153.747,153.939,153.746,153.798,2257
2024-01-06 06:00:00,152.77,152.877,152.576,152.869,2199
2024-01-06 07:00:00,153.008,153.053,152.921,153.021,1242
2024-01-06 08:00:00,153.252,154.114,152.93,153.246,2922
2024-01-06 09:00:00,153.2,153.871,153.071,153.09,1356
2024-01-06 10:00:00,152.632,152.802,152.454,152.801,1978
2024-01-06 11:00:00,153.465,154.072,153.181,153.312,2837
2024-01-06 12:00:00,152.982,153.202,152.776,152.998,1162
2024-01-06 13:00:00,153.441,153.889,153.428,153.484,2057
2024-01-06 14:00:00,152.99,153.212,152.816,153.091,2641
2024-01-06 15:00:00,153.691,154.002,153.527,153.857,2650
2024-01-06 16:00:00,153.264,153.399,153.018,153.182,2972
2024-01-06 17:00:00,153.353,153.573,153.161,153.346,1710
2024-01-06 18:00:00,153.582,153.741,153.357,153.711,1044
2024-01-06 19:00:00,152.994,153.129,152.667,153.123,1341
2024-01-06 20:00:00,153.552,153.659,153.489,153.586,2969
2024-01-06 21:00:00,154.102,154.346,153.586,153.935,2972
2024-01-06 22:00:00,153.06,153.131,152.922,153.086,2372
2024-01-06 23:00:00,153.498,153.872,153.482,153.648,923
2024-01-07 00:00:00,153.671,154.397,153.659,153.696,2531
2024-01-07 01:00:00,153.85,153.897,153.769,153.878,1585
2024-01-07 02:00:00,153.028,153.521,152.72,153.297,2843
2024-01-07 03:00:00,153.292,153.415,153.046,153.297,1596
2024-01-07 04:00:00,153.852,154.28,153.541,153.875,876
2024-01-07 05:00:00,153.902,153.941,153.687,153.833,858
2024-01-07 06:00:00,154.029,154.265,153.728,153.844,2323
2024-01-07 07:00:00,154.011,154.375,153.866,153.898,2736
2024-01-07 08:00:00,153.588,154.194,153.509,153.615,2956
2024-01-07 09:00:00,153.803,154.144,153.689,153.914,2101
2024-01-07 10:00:00,154.215,154.352,153.939,153.957,867
2024-01-07 11:00:00,153.686,153.878,153.63,153.68,2732
2024-01-07 12:00:00,154.481,154.887,154.297,154.479,1164
2024-01-07 13:00:00,154.084,154.256,153.818,154.087,1620
2024-01-07 14:00:00,153.632,153.638,152.331,153.612,2202
2024-01-07 15:00:00,154.178,154.727,153.637,154.192,1746
2024-01-07 16:00:00,153.67,153.962,153.465,153.728,2377
2024-01-07 17:00:00,154.227,154.507,154.117,154.281,2177
2024-01-07 18:00:00,154.415,154.467,154.212,154.418,2239
2024-01-07 19:00:00,153.795,154.064,153.487,153.849,1561
2024-01-07 20:00:00,154.338,154.51,154.313,154.41,1140
2024-01-07 21:00:00,154.28,154.491,154.164,154.27,1182
2024-01-07 22:00:00,154.392,154.44,154.026,154.417,1803
2024-01-07 23:00:00,154.915,155.13,154.668,154.765,2356
2024-01-08 00:00:00,153.882,155.636,153.713,154.147,1099
2024-01-08 01:00:00,154.129,154.139,153.843,154.02,938
2024-01-08 02:00:00,154.129,154.885,153.964,154.005,1158
2024-01-08 03:00:00,153.844,154.156,153.754,154.052,1635
2024-01-08 04:00:00,154.264,154.708,154.183,154.298,2322
2024-01-08 05:00:00,154.412,154.754,154.407,154.449,2427
2024-01-08 06:00:00,154.314,154.622,154.309,154.455,2782
2024-01-08 07:00:00,154.567,154.913,154.211,154.645,2103
2024-01-08 08:00:00,154.315,154.848,154.251,154.426,1708
2024-01-08 09:00:00,155.059,155.162,154.737,154.883,1934
2024-01-08 10:00:00,154.487,154.566,154.322,154.393,2986
2024-01-08 11:00:00,155.441,155.661,154.749,155.314,1795
2024-01-08 12:00:00,154.782,155.112,154.65,154.71,2951
2024-01-08 13:00:00,154.178,154.578,154.065,154.291,2037
2024-01-08 14:00:00,154.199,154.571,153.787,154.252,2584
2024-01-08 15:00:00,154.792,154.906,154.374,154.743,964
2024-01-08 16:00:00,154.434,154.897,154.393,154.556,1798
2024-01-08 17:00:00,154.934,154.959,154.538,154.862,2107
2024-01-08 18:00:00,154.791,154.973,154.669,154.815,1456
2024-01-08 19:00:00,154.639,154.678,154.507,154.677,2709
2024-01-08 20:00:00,154.541,154.619,154.441,154.47,2846
2024-01-08 21:00:00,154.339,154.43,154.277,154.294,2911
2024-01-08 22:00:00,154.604,154.741,154.343,154.64,1940
2024-01-08 23:00:00,155.172,155.41,154.919,155.056,2689
2024-01-09 00:00:00,154.78,154.987,154.665,154.888,1066
2024-01-09 01:00:00,154.537,154.656,154.214,154.476,2645
2024-01-09 02:00:00,154.986,155.04,154.636,154.926,2508
2024-01-09 03:00:00,154.984,155.109,154.95,155.015,2310
2024-01-09 04:00:00,154.692,154.744,154.471,154.659,1275
2024-01-09 05:00:00,154.871,155.011,154.842,154.996,1776
2024-01-09 06:00:00,155.085,155.27,154.714,154.992,2007
2024-01-09 07:00:00,154.639,154.878,154.425,154.657,1843
2024-01-09 08:00:00,155.055,155.301,154.428,155.107,2760
2024-01-09 09:00:00,155.462,155.587,155.343,155.357,1357
2024-01-09 10:00:00,155.629,155.795,155.618,155.7,1817
2024-01-09 11:00:00,155.73,156.269,155.664,155.871,2405
2024-01-09 12:00:00,155.157,155.459,155.096,155.313,1682
2024-01-09 13:00:00,155.665,155.795,155.547,155.604,2994
2024-01-09 14:00:00,156.057,156.191,155.584,156.185,1465
2024-01-09 15:00:00,156.49,156.573,156.257,156.314,2571
2024-01-09 16:00:00,156.217,156.521,156.153,156.425,1663
2024-01-09 17:00:00,157.686,157.788,157.232,157.517,1381
2024-01-09 18:00:00,156.622,156.795,156.481,156.601,1494
2024-01-09 19:00:00,156.806,156.969,156.506,156.816,2051
2024-01-09 20:00:00,156.729,156.971,156.716,156.784,2410
2024-01-09 21:00:00,156.732,157.021,156.558,156.692,2039
2024-01-09 22:00:00,156.373,156.712,156.366,156.376,1198
2024-01-09 23:00:00,156.76,157.013,156.637,156.65,2746
2024-01-10 00:00:00,156.13,156.753,155.645,156.119,1514
2024-01-10 01:00:00,156.202,156.205,156.157,156.187,1503
2024-01-10 02:00:00,155.963,156.043,155.811,155.999,2514
2024-01-10 03:00:00,156.032,156.04,155.927,156.038,2772
2024-01-10 04:00:00,156.591,156.8,156.475,156.561,881
2024-01-10 05:00:00,154.974,155.602,154.514,155.145,1403
2024-01-10 06:00:00,155.604,155.794,155.599,155.739,2770
2024-01-10 07:00:00,154.942,155.466,154.65,154.868,2510
2024-01-10 08:00:00,155.041,155.053,154.362,155.024,2846
2024-01-10 09:00:00,155.285,155.848,155.12,155.303,1702
2024-01-10 10:00:00,154.809,154.895,154.255,154.807,1164
2024-01-10 11:00:00,154.314,154.335,154.268,154.279,962
2024-01-10 12:00:00,154.155,154.342,154.046,154.209,2663
2024-01-10 13:00:00,154.379,154.517,154.319,154.457,915
2024-01-10 14:00:00,153.896,153.963,153.614,153.876,1680
2024-01-10 15:00:00,153.919,154.09,153.123,154.017,1639
2024-01-10 16:00:00,153.88,154.205,153.78,153.839,2994
2024-01-10 17:00:00,153.351,153.676,153.139,153.522,2146
2024-01-10 18:00:00,154.375,154.45,154.228,154.273,1836
2024-01-10 19:00:00,153.801,153.989,153.587,153.754,1742
2024-01-10 20:00:00,152.939,153.19,152.788,152.913,2524
2024-01-10 21:00:00,153.655,153.719,152.842,153.557,1937
2024-01-10 22:00:00,153.474,153.58,153.12,153.307,821
2024-01-10 23:00:00,153.891,153.917,153.704,153.79,2549
2024-01-11 00:00:00,153.164,153.388,153.14,153.348,1482
2024-01-11 01:00:00,153.497,153.854,153.465,153.625,2633
2024-01-11 02:00:00,153.844,153.947,153.793,153.907,925
2024-01-11 03:00:00,154.133,154.282,154.073,154.13,1076
2024-01-11 04:00:00,153.696,153.943,153.264,153.644,2799
2024-01-11 05:00:00,153.98,154.075,153.815,154.053,2027
2024-01-11 06:00:00,154.192,154.36,154.025,154.173,1495
2024-01-11 07:00:00,154.218,154.353,154.194,154.293,2109
2024-01-11 08:00:00,155.14,155.86,154.746,155.201,856
2024-01-11 09:00:00,154.839,155.112,154.582,154.98,818
2024-01-11 10:00:00,154.577,154.997,154.563,154.669,912
2024-01-11 11:00:00,155.376,155.671,155.13,155.511,1341
2024-01-11 12:00:00,155.96,156.066,155.803,156.057,1378
2024-01-11 13:00:00,156.014,156.214,155.891,155.908,1888
2024-01-11 14:00:00,155.216,155.916,155.094,155.311,824
2024-01-11 15:00:00,156.041,156.225,155.645,155.778,2372
2024-01-11 16:00:00,156.494,156.836,156.409,156.445,2848
2024-01-11 17:00:00,155.996,156.427,155.394,155.977,2372
2024-01-11 18:00:00,156.342,156.48,155.963,156.428,940
2024-01-11 19:00:00,156.683,156.73,156.391,156.612,2567
2024-01-11 20:00:00,156.107,156.354,155.983,156.165,1447
2024-01-11 21:00:00,156.478,156.583,156.359,156.465,1000
2024-01-11 22:00:00,155.783,156.15,155.317,155.527,1056
2024-01-11 23:00:00,156.175,156.645,156.018,156.185,1346
2024-01-12 00:00:00,156.5,156.587,156.372,156.385,1601
2024-01-12 01:00:00,155.962,156.086,155.818,156.032,1741
2024-01-12 02:00:00,156.816,157.122,156.487,156.819,1213
2024-01-12 03:00:00,155.979,156.044,155.679,155.802,2814
2024-01-12 04:00:00,155.919,156.328,155.908,155.982,2181
2024-01-12 05:00:00,156.199,156.309,155.709,156.017,1898
2024-01-12 06:00:00,156.33,156.551,156.215,156.26,1709
2024-01-12 07:00:00,155.176,155.252,155.116,155.232,987
2024-01-12 08:00:00,155.9,156.096,155.801,155.837,2815
2024-01-12 09:00:00,155.406,155.526,155.229,155.309,2113
2024-01-12 10:00:00,154.886,155.063,154.541,154.824,2892
2024-01-12 11:00:00,154.911,155.104,154.764,155.068,2930
2024-01-12 12:00:00,154.728,155.068,154.682,154.801,1946
2024-01-12 13:00:00,154.352,154.774,153.932,154.377,1157
2024-01-12 14:00:00,154.393,154.45,153.97,154.401,2351
2024-01-12 15:00:00,154.159,154.179,153.688,154.097,1889
2024-01-12 16:00:00,154.11,154.115,154.038,154.092,2480
2024-01-12 17:00:00,153.984,154.323,153.864,154.117,961
2024-01-12 18:00:00,154.31,154.497,153.432,154.272,1249
2024-01-12 19:00:00,153.383,153.541,153.026,153.322,2297
2024-01-12 20:00:00,154.307,154.359,154.245,154.251,1836
2024-01-12 21:00:00,153.073,153.172,152.951,152.965,2958
2024-01-12 22:00:00,153.551,153.732,153.343,153.468,2750
2024-01-12 23:00:00,153.722,153.86,153.197,153.677,2113
2024-01-13 00:00:00,153.588,154.476,153.433,153.595,2038
2024-01-13 01:00:00,153.192,153.387,153.054,153.358,1773
2024-01-13 02:00:00,153.583,153.82,153.517,153.54,1431
2024-01-13 03:00:00,153.555,153.658,153.32,153.534,2390
2024-01-13 04:00:00,153.633,153.744,153.26,153.606,1850
2024-01-13 05:00:00,154.03,154.41,153.934,154.157,2388
2024-01-13 06:00:00,154.039,154.383,153.74,154.147,2493
2024-01-13 07:00:00,154.09,155.038,153.317,153.985,1236
2024-01-13 08:00:00,154.624,154.656,154.579,154.628,2356
2024-01-13 09:00:00,154.695,154.717,154.478,154.626,1876
2024-01-13 10:00:00,154.964,155.222,154.894,154.961,2104
2024-01-13 11:00:00,155.097,155.27,154.779,155.094,2878
2024-01-13 12:00:00,154.94,155.004,154.674,154.846,982
2024-01-13 13:00:00,155.063,155.131,154.861,155.114,2269
2024-01-13 14:00:00,155.7,155.717,155.37,155.69,2279
2024-01-13 15:00:00,155.779,156.274,155.678,155.825,2389
2024-01-13 16:00:00,155.758,155.844,155.264,155.801,2387
2024-01-13 17:00:00,155.964,156.073,155.812,155.995,1459
2024-01-13 18:00:00,156.503,156.555,156.447,156.481,959
2024-01-13 19:00:00,155.992,156.128,155.754,156.04,1811
2024-01-13 20:00:00,156.608,156.622,156.167,156.482,852
2024-01-13 21:00:00,156.248,156.484,156.172,156.337,1845
2024-01-13 22:00:00,156.371,156.404,155.982,156.39,1853
2024-01-13 23:00:00,156.775,157.141,156.302,156.819,2028
2024-01-14 00:00:00,156.892,156.946,156.683,156.748,2294
2024-01-14 01:00:00,156.75,156.906,155.909,156.731,2289
2024-01-14 02:00:00,156.944,157.368,156.811,156.841,1835
2024-01-14 03:00:00,156.247,156.606,156.202,156.395,2750
2024-01-14 04:00:00,156.538,156.69,156.471,156.511,1649
2024-01-14 05:00:00,156.2,156.278,155.662,156.111,1153
2024-01-14 06:00:00,156.187,156.268,155.966,156.179,1898
2024-01-14 07:00:00,156.009,156.231,155.87,155.903,2539
2024-01-14 08:00:00,155.765,156.844,155.649,155.816,2264
2024-01-14 09:00:00,155.94,156.157,155.608,155.799,1790
2024-01-14 10:00:00,155.428,155.591,155.18,155.198,2064
2024-01-14 11:00:00,155.851,156.149,155.422,155.887,2684
2024-01-14 12:00:00,154.725,154.894,154.399,154.769,2609
2024-01-14 13:00:00,154.663,154.675,154.377,154.517,1911
2024-01-14 14:00:00,155.2,155.365,154.359,155.042,1617
2024-01-14 15:00:00,154.697,155.382,154.589,154.749,2599
2024-01-14 16:00:00,154.482,154.563,153.654,154.524,2760
2024-01-14 17:00:00,154.333,154.596,154.113,154.361,1688
2024-01-14 18:00:00,153.884,154.063,153.682,154.018,2655
2024-01-14 19:00:00,153.525,153.771,153.489,153.617,1980
2024-01-14 20:00:00,153.691,153.812,153.264,153.791,1467
2024-01-14 21:00:00,153.391,153.587,153.279,153.467,1432
2024-01-14 22:00:00,153.883,154.168,153.847,153.886,2442
2024-01-14 23:00:00,153.518,153.604,153.492,153.495,936
2024-01-15 00:00:00,153.415,153.634,153.096,153.26,2746
2024-01-15 01:00:00,153.304,153.721,153.154,153.404,2497
2024-01-15 02:00:00,153.739,154.263,153.387,153.641,1227
2024-01-15 03:00:00,153.366,153.441,152.924,153.388,2275
2024-01-15 04:00:00,153.368,153.475,153.352,153.373,1618
2024-01-15 05:00:00,153.846,153.879,153.515,153.778,2988
2024-01-15 06:00:00,153.772,154.862,153.73,153.884,1906
2024-01-15 07:00:00,153.821,154.345,153.392,153.783,997
2024-01-15 08:00:00,153.952,154.107,153.593,153.935,2795
2024-01-15 09:00:00,154.352,154.721,154.147,154.303,1270
2024-01-15 10:00:00,153.996,154.143,153.719,153.967,2748
2024-01-15 11:00:00,154.403,154.598,154.082,154.157,1728
2024-01-15 12:00:00,154.485,154.567,154.357,154.549,2810
2024-01-15 13:00:00,154.836,155.17,154.491,154.889,1705
2024-01-15 14:00:00,155.173,155.262,155.05,155.235,822
2024-01-15 15:00:00,155.716,156.121,155.627,155.771,1034
2024-01-15 16:00:00,155.704,156.073,155.568,155.768,1924
2024-01-15 17:00:00,155.755,156.002,155.284,155.636,1728
2024-01-15 18:00:00,155.983,155.991,155.759,155.841,1322
2024-01-15 19:00:00,155.638,155.768,155.6,155.695,2608
2024-01-15 20:00:00,156.041,156.185,155.792,156.124,1230
2024-01-15 21:00:00,156.205,156.295,155.808,156.158,1592
2024-01-15 22:00:00,156.382,156.455,156.361,156.437,2429
2024-01-15 23:00:00,156.23,156.782,156.111,156.166,2536
2024-01-16 00:00:00,156.642,156.804,156.591,156.622,1332
2024-01-16 01:00:00,156.803,157.027,156.717,156.954,2546
2024-01-16 02:00:00,156.621,156.722,156.347,156.466,2475
2024-01-16 03:00:00,156.78,156.898,156.324,156.6,2116
2024-01-16 04:00:00,156.582,156.827,156.372,156.644,1712
2024-01-16 05:00:00,156.212,156.395,156.017,156.25,1924
2024-01-16 06:00:00,156.379,156.882,156.263,156.35,2325
2024-01-16 07:00:00,156.212,156.349,155.81,156.179,2127
2024-01-16 08:00:00,156.143,157.113,155.95,156.077,1823
2024-01-16 09:00:00,155.874,156.255,154.899,155.673,2376
2024-01-16 10:00:00,155.736,155.801,155.535,155.754,2178
2024-01-16 11:00:00,155.646,156.26,155.619,155.726,2319
2024-01-16 12:00:00,155.695,155.858,155.47,155.833,2481
2024-01-16 13:00:00,155.427,155.84,155.348,155.5,2797
2024-01-16 14:00:00,155.666,155.765,155.434,155.67,1026
2024-01-16 15:00:00,154.784,155.205,154.59,154.604,2059
2024-01-16 16:00:00,154.858,155.315,154.82,154.91,1672
2024-01-16 17:00:00,154.545,154.873,154.135,154.522,1691
2024-01-16 18:00:00,154.95,155.264,154.899,154.952,2278
2024-01-16 19:00:00,154.01,154.083,153.528,153.891,1836
2024-01-16 20:00:00,153.987,154.004,153.669,153.734,1196
2024-01-16 21:00:00,153.622,153.779,153.416,153.675,1923
2024-01-16 22:00:00,153.056,153.143,152.819,153.105,2878
2024-01-16 23:00:00,153.596,153.833,153.348,153.492,1448
2024-01-17 00:00:00,153.418,153.503,153.277,153.35,1128
2024-01-17 01:00:00,153.759,154.502,153.526,153.574,2282
2024-01-17 02:00:00,153.665,153.87,153.6,153.606,1751
2024-01-17 03:00:00,154.029,154.411,153.957,154.065,2805
2024-01-17 04:00:00,153.869,153.897,153.598,153.81,2816
2024-01-17 05:00:00,153.508,153.904,152.84,153.397,2678
2024-01-17 06:00:00,153.452,153.964,152.96,153.37,1996
2024-01-17 07:00:00,153.928,154.061,153.586,153.877,2572
2024-01-17 08:00:00,153.551,153.737,153.133,153.444,961
2024-01-17 09:00:00,154.635,154.925,154.3,154.518,2551
2024-01-17 10:00:00,154.607,154.645,154.408,154.468,1575
2024-01-17 11:00:00,154.198,154.338,153.658,154.133,2627
2024-01-17 12:00:00,153.915,154.033,153.692,153.931,1851
2024-01-17 13:00:00,155.046,155.078,154.867,155.031,1739
2024-01-17 14:00:00,154.897,154.989,154.753,154.777,1339
2024-01-17 15:00:00,155.29,155.385,155.171,155.371,1621
2024-01-17 16:00:00,154.559,154.564,154.398,154.522,2261
2024-01-17 17:00:00,154.71,154.779,154.31,154.749,1888
2024-01-17 18:00:00,154.863,155.523,154.702,154.86,1155
2024-01-17 19:00:00,154.93,155.089,154.706,154.802,1034
2024-01-17 20:00:00,154.601,155.276,153.829,154.582,2348
2024-01-17 21:00:00,154.838,154.951,154.81,154.833,2896
2024-01-17 22:00:00,154.119,154.33,154.01,154.255,917
2024-01-17 23:00:00,154.537,154.678,154.454,154.462,2901
2024-01-18 00:00:00,154.535,154.651,154.201,154.47,2473
2024-01-18 01:00:00,154.734,154.757,154.018,154.518,1867
2024-01-18 02:00:00,154.476,154.711,154.41,154.506,2900
2024-01-18 03:00:00,153.907,153.955,153.494,153.885,1357
2024-01-18 04:00:00,153.716,153.91,153.622,153.691,2615
2024-01-18 05:00:00,154.622,154.832,153.981,154.464,2805
2024-01-18 06:00:00,154.1,154.143,153.82,154.11,1197
2024-01-18 07:00:00,153.743,153.755,153.388,153.715,1474
2024-01-18 08:00:00,154.395,154.698,154.33,154.334,1186
2024-01-18 09:00:00,153.851,153.975,153.174,153.833,2958
2024-01-18 10:00:00,154.036,154.093,153.777,154.081,2864
2024-01-18 11:00:00,153.696,154.751,153.604,153.677,1683
2024-01-18 12:00:00,154.311,154.323,153.85,154.204,1340
2024-01-18 13:00:00,153.939,154.279,153.873,154.042,970
2024-01-18 14:00:00,153.383,154.206,152.957,153.37,1539
2024-01-18 15:00:00,153.595,153.72,153.571,153.665,2201
2024-01-18 16:00:00,153.616,153.647,153.253,153.497,918
2024-01-18 17:00:00,153.491,153.669,153.335,153.643,2951
2024-01-18 18:00:00,152.816,152.944,152.796,152.872,2795
2024-01-18 19:00:00,153.334,153.356,153.241,153.297,2505
2024-01-18 20:00:00,153.494,153.73,153.335,153.338,2522
2024-01-18 21:00:00,152.415,152.435,152.289,152.422,2497
2024-01-18 22:00:00,152.468,152.666,152.397,152.524,2244
2024-01-18 23:00:00,152.384,153.527,152.014,152.196,2559
2024-01-19 00:00:00,152.512,152.993,152.441,152.657,2324
2024-01-19 01:00:00,152.662,153.073,152.591,152.882,1464
2024-01-19 02:00:00,153.091,153.164,152.775,153.047,832
2024-01-19 03:00:00,152.497,152.743,152.487,152.547,2902
2024-01-19 04:00:00,152.841,153.093,152.375,152.943,2859
